price,logPrice,pricePerSqft,propertyType,postalCode,postalFsa,submarketCluster,livingAreaSqft,bedrooms,bathrooms,latitude,longitude,lat_x_lon,lat_sq,lon_sq,propertyTax
649000.0,13.383187995686226,921.875,Condo,V6J1W3,V6J,cluster-06,704.0,1.0,1.0,49.2644225,-123.1494271,-6066.88540728735,2426.9833242585064,15165.781395058213,1935.0
1448000.0,14.185693851927798,1345.724907063197,Condo,V6B0C3,V6B,cluster-05,1076.0,2.0,2.0,49.2735353,-123.114101,-6066.267001551266,2427.881280960346,15157.081865038203,3698.0
799900.0,13.592241998836913,849.1507430997876,Condo,V5Z1Z1,V5Z,cluster-11,942.0,2.0,1.0,49.2523631,-123.1271141,-6064.30133110833,2425.795270934241,15160.286226594419,2232.0
989898.0,13.805357186499757,738.7298507462687,Condo,V6H3W2,V6H,cluster-01,1340.0,2.0,2.0,49.2684378,-123.1358284,-6066.709902476873,2427.378963252469,15162.432235754246,1501.0
2399000.0,14.690562541821832,1550.743374272786,Duplex,V6R2W4,V6R,cluster-03,1547.0,3.0,4.0,49.2595383,-123.1830421,-6067.939780235462,2426.502113529167,15174.06186101037,
1550000.0,14.253765488895429,1273.6236647493838,Duplex,V5K3B7,V5K,cluster-02,1217.0,3.0,3.0,49.2735337,-123.0384071,-6062.5370986361695,2427.8811232850358,15138.449621705331,
669900.0,13.41488372649636,1089.2682926829268,Condo,V5T0G7,V5T,cluster-05,615.0,1.0,1.0,49.2672399,-123.0957596,-6064.588318885928,2427.260927364152,15152.56603150099,1974.0
568000.0,13.249876697703288,1014.2857142857143,Condo,V6B6H4,V6B,cluster-05,560.0,1.0,1.0,49.2840532,-123.1132837,-6067.521623497493,2428.9178998204306,15156.880623396684,1687.0
608800.0,13.319245085529612,1159.6190476190477,Condo,V5R0J9,V5R,cluster-08,525.0,1.0,1.0,49.2385963,-123.0310474,-6057.876075294765,2424.4393655943736,15136.638624341049,1739.0
3600000.0,15.096444403426338,1557.0934256055364,Condo,V6B0E3,V6B,cluster-05,2312.0,2.0,2.0,49.2780963,-123.1156255,-6066.903649423735,2428.3307749520736,15157.457242256249,10971.0
1079000.0,13.891545244240271,588.6524822695036,Townhouse,V5S4B9,V5S,cluster-04,1833.0,3.0,3.0,49.2192676,-123.0252844,-6055.214394449706,2422.53630308041,15135.220601700885,2974.0
868000.0,13.673946993642486,1049.5767835550182,Condo,V6K3S5,V6K,cluster-03,827.0,2.0,1.0,49.2680431,-123.1648229,-6068.089803041067,2427.3400709034577,15169.573599988365,2600.0
759900.0,13.540942124657876,885.6643356643357,Condo,V6J2B9,V6J,cluster-06,858.0,1.0,1.0,49.261496,-123.1421605,-6066.167046902108,2426.6949881580163,15163.99169260776,2196.0
595000.0,13.296316684527767,1226.8041237113403,Condo,V5L4A3,V5L,cluster-09,485.0,1.0,1.0,49.2769028,-123.0686168,-6064.440267784047,2428.213149560648,15145.884441065242,1707.0
1649900.0,14.316225237979536,1181.0307802433786,Townhouse,V5T2S7,V5T,cluster-09,1397.0,3.0,3.0,49.2569112,-123.0809007,-6062.5849961959175,2426.243300964685,15148.908117123261,
1638000.0,14.308986543395152,1011.7356392835084,Duplex,V5W1C1,V5W,cluster-10,1619.0,3.0,4.0,49.238304,-123.0784498,-6060.174127101139,2424.410580796416,15148.304805171121,
1598000.0,14.284263405308357,1056.8783068783068,Duplex,V5W1C1,V5W,cluster-10,1512.0,3.0,4.0,49.238304,-123.0784498,-6060.174127101139,2424.410580796416,15148.304805171121,
3998000.0,15.201304794042482,1701.276595744681,Detached,V6M3S2,V6M,cluster-06,2350.0,4.0,2.0,49.230233,-123.1489728,-6062.652624654662,2423.615841234289,15165.669501695138,13872.0
1499900.0,14.22090899718345,1149.3486590038315,Townhouse,V6P0K6,V6P,cluster-00,1305.0,3.0,3.0,49.2264053,-123.126931,-6061.096208751134,2423.2389787598686,15160.24113747876,
1639900.0,14.310145822331537,1245.178435839028,Townhouse,V6P0K6,V6P,cluster-00,1317.0,3.0,3.0,49.2263097,-123.1268861,-6061.0822275552255,2423.2295666803143,15160.230080682371,
1200000.0,13.997832114758229,1239.6694214876034,Condo,V6P0E5,V6P,cluster-00,968.0,2.0,2.0,49.2244216,-123.1171561,-6060.370798059412,2423.0436818545463,15157.834126151767,3479.0
538900.0,13.197285303921587,1250.3480278422273,Condo,V6Z2J1,V6Z,cluster-01,431.0,0.0,1.0,49.2824772,-123.1233402,-6067.823206194344,2428.76255896852,15159.356902004936,1400.0
